SaintCyprienSaintChamassy,1,Un̈,hommé,n'ovio,,qué,douï,fil,,Lou,,pu,tzoïné,diait,,ô,choun,païré,Es,,tém,que,,,chiagui,,moun,mèstré,,,,et,,qué,,atzi,,,dé,l'ortzén,,,Fal,qué,,,pèsqui,m'én,ôna,,et,qué,,bétzi,,dél,poï,,Portotza,bostré,bé,et,douna-,mé,cho,qué,,,dévi,ové,-,Ombé,,moun,fil,,diait,lou,païré,coumo,,bourla,,,,chès-,,,un̈,meychant,,,,,,et,,,chéra,puni,,Opéï,,,drubant,,,cho,tiretto,,,,portotzèt,,choun,bé,et,,n'en,foguèt,douoï,pourchiou,,porièroï,,,
SaintCyprienMarnac,1,Un,hommé,n'obio,,que,douï,fil,,Lou,,pu,tchoïné,diguét,,o,soun,païré,Ey,,tén,qué,,,siasqui,,moun,mestré,,,,et,,qué,,atchi,,,de,l'ortchen,,,Cal,qué,,,pesqui,m'én,ona,,et,qué,,vétchi,,del,poï,,Portetcha,vostre,bé,et,douna,mé,ço,que,,,débi,obé,-,Ombé,,moun,fil,,diguét,lou,païré,coumo,,boudras,,,Tu,sès,,,un,méïçant,,,,,,et,,,siras,punit,,Opey,,,drubant,,,ün,tiroir,,,,portétchét,,soun,bé,et,,né,foguèt,douos,parts,,égaloï,,,
SaintCyprienSaintVincentdeCosse,1,Ün,hommé,n'obio,,qué,douy,fils,,Lou,,pus,tchoïné,diét,,o,soun,païré,Es,,temps,qué,,,siasqui,,moun,maistré,,,,et,,qu',,atchi,,,dé,l'ortchén,,,Cal,qué,,,pêsqui,m'én,ona,,et,qué,,bétchi,,del,poï,,Portocha,bostré,bé,et,douna,mé,ço,qué,,,débi,obé,-,O,,moun,fil,,diét,lou,païré,coumo,,bourla,,,,'-Ses,,,ün,meyssan,,,,,,et,,,seras,puni,,Pey,,,drubiét,,,ün,tirodou,,,,portotchét,,soun,bé,et,,,fét,douos,pourtious,,égaloïs,,,
SaintCyprienBezenac,1,Un,homé,n'obio,,qué,douy,fil,,Lou,,put,soyné,diguét,,o,soun,payré,et,,tén,qué,,io,chiacqui,,moun,méttré,,,,et,,qué,,atzi,,,dé,l'orsén,,,Cal,qué,,,pecqui,m'én,ona,,et,qué,,betzi,,del,poï,,Portotza,bottré,bé,et,douna,mé,so,qué,,,débi,obé,-,Ombé,,moun,fil,,diguét,lou,payré,coumo,tu,bourlas,,,,Sés,,,un,moychan,,,,,,et,,,sérat,puni,,Opey én,,,drubin,,,un,tiroir,,,,portotzét,,soun,bé,et,,én,foguét,douo,parts,,égalo,,,
SaintCyprienSaintCyprien,1,Un,omé,n'obio,,qué,douy,fil,,Lou,,pu,tzoyné,diguèt,,o,soun,payré,Es,,tén,qué,,yo,siacqui,,moun,mèttré,,,,è,,qué,,atzi,,,dé,l'ortzén,,,Cal,qué,,,pècqui,m'én,ona,,è,qué,,bétzi,,dél,poï,,Portotza,bottré,bé,è,douna,mé,sço,qué,yo,,débi,obé,-,Ombé,,moun,fil,,diguèt,lou,payré,coumo,,bourla,,,,Scès,,,ün,méychan,,,,,,è,,,séra,puni,,Opey,,,drubïn,,,sço,tiréto,,,,portotzè,,sçoun,bé,è,,né,focqué,douo,par,,porièro,,,
SaintCyprienTayac,1,Ün,omé,n'ovio,nouma,,douï,fil,,Lou,,pu,dzoïné,digué,,o,soun,païré,Eï,,tein,qué,,,siégui,,moun,mestré,,,,é,,qué,,adzi,,,dé,l'ordzein,,,Cal,que,,,,m'ein,ona,,é,qué,,vedzi,,del,poï,,Portodza,vostré,bé,é,douna-,mé,so,qué,,,dévi,ové,,Ombé,,moun,fil,,digué,lou,païré,coumo,,vourla,,,Tu,sès,,,ün,méïschan,,,,,,é,,,sira,puni,,Opéï,,,drubigué,,,uno,tiréto,,,,portodzé,,soun,bé,é,,,fogué,douoï,par,,poriéro,,,
SaintCyprienSireuil,1,Ün,hommé,n'ovio,,qué,douï,fil,,Lou,,pu,tzoïné,diguè,,o,soun,païré,Eï,,teimps,qué,,,siasqui,,moun,maistré,,,,è,,qué,,atzi,,,dé,l'ortzeint,,,Fal,qué,,,pesqui,m'ein,ona,,è,qué,,vetzi,,del,poï,,Portétza,vostré,bé,è,douna,mé,ço,qué,,,dévi,ovei,-,Ombé,,moun,fil,,diguè,lou,païré,coumo,,voudra,,,,Sè,,,ün,méïssant,,,,,,è,,,sira,puni,,È oprè,,,druviguè,,,lo,tiretto,,,,portétzè,,soun,bé,è,,n'ein,foguè,douöï,parts,,égalo,,,
SaintCyprienAudrix,1,Un̈,hommé,n'ovio,,qué,douï,fil,,Lou,,pu,tzoïne,diait,,ô,choun,païré,Es,,témp,qué,,,chiagui,,moun,mèstré,,,,et,,qué,,atzi,,,dé,l'ortzen,,,Fal,qué,,,pèsqui,m'én,ona,,et,qué,,bétzi,,dél,poï,,Portotza,bostré,bé,et,douna-,mé,cho,qué,,,dévi,ové,-,Ombé,,moun,fil,,diait,lou,païré,coumo,,bourla,,,,chès,,,un̈,méychant,,,,,,et,,,chéra,puni,,Opéï,,,drubant,,,cho,tiretto,,,,portodzèt,,choun,bé,et,,n'én,foguèt,douoï,pourchiou,,poriéra,,,
SaintCyprienBerbiguieres,1,Un,homé,n'oviot,,qué,douys,fils,,Lou,,put,tzoyné,diguait,,au,soun,payré,Est,,tén,que,,yo,siaguit,,moun,mestré,,,,et,,que,,atzi,,,dé,l'ortzen,,,Qual,qué,,,péguis,m'én,ona,,et,qué,,betzi,,del,poys,,Portoza,vôtre,bét,et,douna-,mé,ço,qué,,,dévi,ové,-,Ombét,,moun,fil,,digait,lou,payré,coumo,tu,vourlas,,,Tu,s'es,,,un,moyssant,,,,,,et,tu,,siras,punit,,Olors,,,drubigait,,,uno,tiretto,,,,partozait,,soun,bét,et,,né,fogait,douoy,poursious,,porièros,,,
BugueMortemart,1,Un,hommé,n'ovio,,qué,dous,fils,,Lou,,pu,zoyné,diguè,,o,choun,payré,Ey,,tén,qué,,iou,chiechqui,,moun,mechtré,,,,è,,qué,,azi,,,dé,l'orzen,,,Fal,qué,,,pechqui,m'en,ona,,é,qué,,vézi,,del,poï,,Portéza,vostré,bé,è,douna,mé,cho,qué,,,dévi,ovey,,O,,moun,fil,,digué,lou,payré,coumo,tu,vourla,,,tu,chè,,,un,méychan,,,,,,è,tu,,chiras,puni,,Oprè,,,drubiguè,,,uno,tiretto,,,è,portézé,,choun,bé,è,,né,foguè,douas,pourchieus,,porièroys,,,
BugueJourniac,1,Ün,omé,n'ovio,,qué,douï,fil,,Lou,,pu,zoïné,dïé,,o,choun,païré,Eï,,tén,qué,,you,chiachqui,,moun,mestré,,,,et,,qué,,azi,,,dé,l'orzén,,,Fal,qué,,,pechqui,m'én,ona,,et,qué,,vedzi,,del,poï,,Portéza,vostré,bé,et,douna,mé,cho,qué,,,dévi,ové,-,Obé,,moun,fil,,dïé,lou,païré,coumo,tu,vourla,,,Tu,ché,,,ün,méÏchan,,,,,,et,,,chira,puni,,Opéï,,,drubïn,,,uno,tiréto,,,el,portézé,,choun,bé,et,,né,fogué,douoï,pourchïou,,poriéroï,,,
BugueManaurie,1,Un,homé,n'ovio,,qué,douys,fils,,Lou,,pu,tzoyné,diguet,,o,choun,payré,Ey,,tin,qué,,,chiasqui,,moun,mechtré,,,,et,,qué,,atzi,,,dé,l'orzin,,,Fal,qué,,,,min,ona,,et,qué,,vetzi,,del,pogui,,Portotza,vostré,bé,et,douna,mé,cho,qui,,,débi,obé,-,Ombé,,moun,fil,,diguet,lou,payré,coumo,,voudra,,,,Ché,,,jün,meychant,,,,,,et,,,chira,puni,,Opey,,,drubiguet,,,ün,tiroir,,,,portotzé,,choun,bé,et,,né,foguet,douoys,parts,,égalos,,,
BugueFleurac,1,Ün,ômé,n'ovio,noumâ,,doû,fil,,Lou,,pû,zoiné,diguè,,o,choun,pairé,ei,,tén,qué,,,chio,,moun,mèchtré,,,,è,,qu',,âzi,,,dé,l'arzén,,,Fal,qué,,,pelsi,m'én,onâ,,è,qué,,vézi,,dél,poguî,,Partézâ,vochtré,bé,è,dounâ,mé,cho,qué,,,dévi,ové,-,Obïô,,moun,fil,,diguè,lou,pairé,coumo,,vourlâ,,,,Chê,,,ün,moouvê,fil,,,,,è,,,chirâ,puni,,Opei,,,drubiguè,,,uno,tiréto,,,,partézè,,choun,bé,è,,né,fogué,douo,pâr,,porièrô,,,
BugueSaintCernindeReillac,1,Un,hômé,n'ovio,,qué,doû,fil,,Lou,,pu,dzoïné,dicè,,o,soun,pâï,Eï,,tén,que,,,sio,,moun,mestré,,,,et,,qué,,adzé,,,dé,l'ardzén,,,Fal,qué,,,pêdsé,m'en,onâ,,et,qué,,vêdzé,,del,poï,,Partadzâ,vosté,bé,et,douna-,mé,ço,qué,,,dêvi,ovêï,,O,,moun,fil,,dicè,lou,pâï,coûmo,tu,vourlâ,,,Tu,sé,,,un,méïtsan,,,,,,et,tu,,sirâ,puni,,Péï,,,drubin,,,un,tiroir,,,el,partadzê,,soun,bé,et,,né,faguè,doua,pourcîou,,éïgola,,,
BugueLeBugue,1,U,n'homme,n'ovio,,qué,douy,fils,,Lou,,pu,tzoyné,digué,,à,soun,payré,Es,,ten,qué,,io,siasqui,,moun,mestré,,,,et,,qué,,atzi,,,de,l'ortzen,,,Cal,qué,,,péï,m'en,ona,,et,qué,io,betzi,,del,poï,,Portetza,bostré,bé,et,donna,mé,ço,qué,,,débi,obé,-,Ombé,,moun,fil,,digué,lou,payré,commo,,bourla,,,Tu,sés,,,un,meychant,,,,,,et,tu,,séras,puni,,Opey,,,drubiguet,,,un,tiroir,,,el,portetzé,,soun,bé,et,,n'en,fogué,douo,poursions,,égalos,,,
BugueSaintFelixdeReillac,1,Un,hômé,n'ovio,,qué,doû,fil,,Lou,,pu,zoïné,digué,,o,soun,payré,Ey,,tén,qué,,,siasqui,,moun,mestré,,,,et,,qu',,azi,,,dé,l'orzén,,,Fal,qué,,,pesqui,m'en,ôna,,et,qué,,vézi,,del,poys,,Portéza,vostré,bé,et,dounâ,mé,ço,qué,,,dévi,ovey,,,,,,,,,,,,,,,,Sés,,,ün,méïçan,,,,,,et,,,sirâ,puni,,Oprès ço,,,drubigué,,,so,tiréto,,,,portézé,,soun,bé,et,,n'en,fogué,douâ,pourtioüs,,porieras,,,
BugueMauzensetMiremont,1,Un,omé,n'ovio,,qué,douy,fils,,Lou,,pu,tzoyné,diguet,,o,soun,payré,Es,,tém,qué,,iou,siasqui,,moun,mestré,,,,et,,qué,,atzi,,,de,l'ortzen,,,Fal,qué,iou,,pesqui,mén,ona,,et,qué,,vétzi,,del,poys,,Portotza,vostré,bé,et,douna-,mé,ço,qué,iou,,dévi,ové,-,Obé,,moun,fils,,diguet,lou,payré,coumo,tu,voudras,,,Tu,sès,,,un,meychant,,,,,,et,tu,,séras,puni,,O pey,,,drubiguet,,,un,tiroir,,,el,portotzé,,soun,bé,et,,né,fosquet,douoy,pourtious,,égalos,,,
TerrassonLavilledieuLavilledieu,1,Un,hommé,n'ovio,mas,,dous,fil,,Lou,,pu,tjéouné,dichet,,a,soun,paï,Ei,,ten,qué,,iaou,sio,,moun,maistré,,,,et,,qu',,atjé,,,de,l'ortjen,,,Tchal,qué,,,potché,mén,ona,,et,qué,,vetjé,,del,poys,,Partatla,vostré,bé,et,douna,mey,ço,que,,,dévi,ovéi,,O,,moun,fil,,dichet,lou,paï,coumo,tu,vouldra,,,Tu,ches,,,un,métchant,,,,,,et,tu,,chira,puni,,Pei,,,drubant,,,uno,tiretto,,,,portotjé,,soun,bé,et,,n'en,foguet,douas,parts,,égalas,,,
TerrassonLavilledieuLeLardinSaintLazare,1,Un,hommé,n'ovio,mâ,,doux,fils,,Lou,,pu,zéône,dishét,,à,soun,paï,Ey,,tïmps,què,,,shio,,moun,maistrè,,,,et,,qu',,azè,,,dè,l'argënt,,,Sal,què,,,peusho,m'ën,onnâ,,et,qué,,vêzo,,del,païs,,Partazâ,vostrè,bè,et,douna-,mè,ço,què,,,dêvi,ovey,,O,,moun,fil,,dishet,lou,paï,coumo,,vourdras,,,,Ch'ès,,,ün,meitshant,,,,,,et,,,shiras,puni,,Pey,,,drubont,,,üno,tiretto,,,,partazet,,soun,bè,et,,n'ën,foguet,douas,pourtious,,eygolas,,,
TerrassonLavilledieuLaBachellerieLaularie,1,Un,omè,n'aviœ,nouma,,doux,fils,,Lou,,pu,jeyne,dissa,,a,soun,pay,Ey,,tem,què,,,sia,,moun,mestre,,,,è,,qu',,ajè,,,dè,l'ergen,,,Chal,què,,,poschè,m'en,enna,,è,què,,vègè,,del,paï,,Pertageas,vostre,bé,è,douna,mè,çœ,què,,,dévi,avey,-,O,,moun,fil,,dissa,lou,pay,coumè,,vouldra,,,,Sé,,,un,meauvais,,,,,,è,,,siras,puni,,Après,,,drubant,,,une,tirètœ,,,el,pertageas,,soun,bè,è,,n'en,fœguè,doua,parts,,eygalas,,,
TerrassonLavilledieuLaBachellerie,1,Ún,hommé,n'ayat,nouma,,dous,fils,,Lou,,pu,jéouné,disset,,à,soún,paï,Eï,,témps,qué,,you,sias,,moún,mestré,,,,é,,qu',,adzé,,,dé,l'argént,,,Tsal,qué,,,potsé,m'en,anâ,,é,qué,,vedzé,,del,païs,,Partadzas,vostré,bé,é,dounnas,mé,aco,qué,,,dévis,aveï,,Bien,,moún,fils,,disset,lou,paï,coumo,tu,vouldras,,,,Tsès,,,ún,métsant,,,,,,et,tu,,siras,punid,,Prêco,,,drubit,,,úna,tiretta,,,,partaget,,souún,bé,é,,n'en,faguet,douas,pourtious,,pariéras,,,
TerrassonLavilledieuChavagnac,1,Un,hômé,n'oviot,,qué,doûs,fil,,Lou,,pu,zéouné,dissait,,au,soun,payré,Ess,,tein,qué,,,siâxi,,moun,mestré,,,,et,,qué,,azzi,,,dé,l'orzen,,,Zal,qué,,,pozzi,m'ein,ona,,et,qué,,vézzi,,del,poï,,Portoza,vostre,bé,et,douna-,mé,ço,qué,,,dévi,ové,-,Oui,,moun,fil,,dissait,lou,payré,coumo,,voudra,,,,Sé,,,,métzant,,,,,,et,,,séras,puni,,Pey,,,drubiait,,,un,tirodou,,,,portozzé,,soun,bé,et,,né,foé,douô,parts,,égalos,,,
TerrassonLavilledieuPazayac,1,Un,homé,n'avio,,qué,dou,fils,,Lou,,pu,zéouné,diché,,o,choun,païré,Eï,,tein,qué,,iéou,chio,,,maishtré,,,,é,,qué,,âzé,,,de,l'arzein,,,Xal,qué,iéou,,poscé,m'ein,ona,,é,qué,iéou,vézi,,del,poys,,Partoza,voshtré,bé,é,douna-,mé,cho,qué,,,dèvi,ovéï,-,Oui,,moun,fil,,diché,lou,païré,coumo,tu,voudra,,,Tu,ché,,,un,mexçan,,,,,,é,tu,,chira,puni,,Peuy,,,drubein,,,un,tiroir,,,el,partozé,,chou,bé,é,,n'ein,fogué,doua,pourchïous,,égolas,,,
TerrassonLavilledieuGrezes,1,Unn,omé,n'avia,ma,,dou,fils,,Lou,,pu,dzéouné,dissé,,à,soun,païré,Ei,,tin,qué,,,sia,,moun,maistré,,,,et,,qu',,adzé,,,dé,l'arzin,,,Sal,qué,,,potssé,mé,nana,,et,qué,,vedzi,,dal,paï,,Partaza,vostré,bé,et,douna-,mé,ça,qué,,,dévi,avéi,-,Oui,,moun,fil,,dissé,lou,païré,couma,tu,voudras,,,,C'est,,,unn,métchant,,,,,,et,tu,,siras,puni,,Peui,,,drubinn,,,unn,tirouar,,,el,partazé,,soun,bé,et,,n'en,fagué,doua,pourcious,,éigalas,,,
TerrassonLavilledieuTerrasson,1,U,n'omé,n'ovio,ma,,dou,fil,,Lou,,pu,zéouné,diçè,,o,soun,paï,Ei,,ten,què,,,çio,,moun,mestré,,,,é,,qu',,atzé,,,dé,l'artzen,,,Tsal,què,,,potzé,men,ona,,è,qué,,vétzé,,dél,poï,,Partotza,vostré,bé,è,douna-,mé,ço,què,,,dévi,ovéi,-,Oui,,moun,fil,,dichè,lou,paï,coumo,,vouldra,,,,Ché,,,ün,métzan,,,,,,è,,,çira,puni,,Péi,,,drubi,,,ço,tirétto,,,,partatzé,,soun,bé,é,,nen,fogué,doua,par,,pariéro,,,
TerrassonLavilledieuCondatsurVezere,1,Un,home,n'avio,,qué,dous,fils,,Lou,,pus,joyné,dit,,o,choun,païré,Ey,,temps,qué,,yoou,chio,,moun,mestré,,,,è,,qué,yoou,agé,,,dé,l'argent,,,Tsal,qué,yoou,,pautsé,m'en,ana,,è,qué,yoou,végé,,del,païs,,Partaja,vostré,bé,è,douna,mé,cho,qué,yoou,,débi,avey,,O,,moun,fil,,dichet,lou,païré,coumo,tu,vourdras,,,Tu,ché,bien,,,maytsan,,,,,,è,tu,,chiras,puni,,Pey,,,druban,,,un,tiroir,,,el,partajay,,choun,bé,è,,n'en,faguét,douas,pourchious,,eygalas,,,
TerrassonLavilledieuLaDornac,1,Ün̄,hommé,n'ovio,nouma,,dous,fil̄s,,Lou,,pu,jéēūné,dissait,,o,soun̄,païré,Eï,,tin,qué,,you,sio,,,maîstré,,,,et,,qué,you,azé,,,dé,l'arzin,,,Sal,qué,you,,possé,mé,nona,,et,qué,you,vézé,,del,pauys,,Partoza,vostré,bé,et,douna,mé,cho,qué,,,dévi,ovéï,-,O,,moun̄,fil̄,,dissait,lou,païré,coumo,tu,voudras,,,Tu,ché,,,ün̄,mèçon,,,,,,et,tu,,siras,puni,,Insuito,,,drubant,,,soun̄,tiroir,,,el,partozé,,soun̄,bé,et,,nin,foguait,douas,pourcious,,eygolas,,,
TerrassonLavilledieuPeyrignac,1,Un,homé,n'ovio,,qué,dou,fils,,Lou,,pu,tzoouné,disset,,o,soun,paï,Eï,,tém,qué,,ioou,sio,,moun,mestré,,,,et,,qué,,ayé,,,dé,l'artzén,,,Foou,qué,,,peutsé,m'én,ona,,et,qué,,vetzé,,del,poï,,Portotza,vostré,bé,et,dounas-,mé,ço,qué,,,dévi,ovéï,-,Oc,,moun,fils,,disset,lou,paï,coumo,,voudras,,,Tu,sès,,,un,méïtsant,,,,,,et,,,siras,puni,,Peuï,,,druban,,,uno,tiréto,,,,portotzet,,soun,bé,et,,n'én,foguet,douas,pourcious,,égalas,,,
TerrassonLavilledieuLaFeuillade,1,Ün,hommei,n'ovio,ma,,dou,fil,,Lou,,pu,tzèounei,dichè,,o,soun,païrei,Eï,,tein,quei,,,sio,,moun,mestrei,,,,et,,qu',,atzei,,,del,ortzein,,,Tzal,quei,,,potzei,m'ein,ona,,et,quei,,veitzei,,del,poï,,Partatza,vostrei,bei,et,douna,mei,cho,quei,,,deivi,ovei,-,Voui,,moun,fil,,dichè,lou,païrei,coumo,tu,voudra,,,Tu,sè,,,ün,meitzan,,,,,,et,tu,,chira,puni,,Puis,,,drubïn,,,uno,tireito,,,,partotzè,,soun,bei,et,,nei,foguè,douo,pourtiou,,igalo,,,
TerrassonLavilledieuColy,1,Un,homé,n'ovio,ma,,dous,fils,,Lou,,pu,zèouné,dicet,,o,soun,paï,Es,,tén,qué,,iaou,sio,,moun,maistre,,,,et,,qué,,azzé,,,dé,l'orzent,,,Tsal,qué,iaou,,potsé,m'én,ana,,et,qué,,védzé,,dél,pahi,,Partadza,vostré,bé,et,douna-,mé,ço,qué,iaou,,dévi,ové,-,Oui,,moun,fil,,dicet,lou,paï,coumo,tu,voudras,,,Tu,ces,,,un,metçant,,,,,,et,tu,,séras,puni,,Peuy,,,druban,,,soun,tiroir,,,él,partadzé,,soun,bé,et,,né,faguet,doua,pourcious,,égalas,,,
TerrassonLavilledieuBeauregarddeTerrassonLardin,1,Un,homé,n'avio,ma,,douï,fil,,Lou,,pu,jeïné,dichét,,au,soun,paï,Ech,,teimp,qué,,,chiaï,,moun,mestré,,,,et,,qu',,azi,,,dé,l'argeint,,,Chal,qué,,,poschi,m'ein,auna,,et,qué,,vézi,,del,pauï,,Portaugea,vostré,bét,et,douna-,mé,cho,qué,,,dévi,auvé,-,Oui,,moun,fil,,diché,lou,paï,coumo,,voudras,,,,Chez,,,un,meschant,,,,,,et,tu,,chéra,puni,,Peï,,,drubint,,,un,tirouar,,,,portaugét,,choun,bét,et,,né,faguét,douas,parts,,pariéras,,,
TerrassonLavilledieuTerrassonbis,1,Ün,omé,n'āviā,mâ,,dou,fil,,Lou,,pû,dzéouné,diché,,ā,choun,paï,Éï,,tém,qué,,,chiā,,moun,mechtré,,,,é,,qu',,adzé,,,dé,l'ardzén,,,Tssal,qué,,,potssé,m'én,ānâ,,é,qué,,védzé,,del,pāï,,Partādzâ,vochtré,bé,é,dounâ,mé,chā,qué,,,dévi,āvéï,-,Ô,,moun,fil,,diché,lou,paï,coumā,,vouldrâ,,,,Chè,,,ün,metssān,,,,,,é,,,chirâ,puni,,Peuï,,,drubichān,,,unā,tirétā,,,,partādzé,,choun,bé,e,,n'én,fāgué,doua,par,,pārièrâ,,,
BelvesSaintGermaindeBelves,1,Un,homé,n'obio,,qué,douy,fils,,Lou,,pu,tzoyné,diguèt,,o,choun,payré,Es,,tén,qué,,,chiagui,,moun,maistré,,,,et,,qué,,atzi,,,dé,l'ortzen,,,Cal,qué,,,pègui,m'én,ona,,et,qué,,betzi,,dél,poy,,Portotza,bostré,bé,et,douna-,mé,cho,qué,,,débi,obé,,Ombé,,moun,fil,,diguèt,lou,payré,coumo,,bourla,,,,Ché,,,j'un,moychant,,,,,,et,,,chiras,puni,,Oprès,,,drubiguèt,,,uno,tiréto,,,,portotzé,,soun,bé,et,,né,foguét,douoï,pourchiouns,,porièros,,,
BelvesSioracenPerigord,1,Un,home,n''obio,,qué,douy,drollé,,Lou,,pu,tzoïné,diait,,o,soun,payré,E,,tin,qué,,,chiâqui,,moun,mêtré,,,,et,,qu,,'atsi,,,de,l''orisin,,,Cal,qué,,,pecqui,m''enn,ona,,et,qué,,betzi,,del,poï,,Portotza,bôtré,bé,et,douna-,mé,cho,qué,,,débi,obé,,Ombé,,moun,drollé,,diait,lou,payré,coumo,,bourla,,,,Ché-,,,j-un,moïchan,,,,,,et,,,chira,puni,,Chul co,,,druban,,,un,tiroir,,,,portotzé,,soun,bé,et,,ne,fôqué,douoï,pourchiou,,porièro,,,
BelvesBelves,1,Un,ômé,n'obio,,qué,douï,fil,,Lou,,pu,tzoïné,dièt,,o,choun,païré,Hech,,tén,qué,,,chiaï,,moun,mehtré,,,,è,,qu',,atzi,,,dé,l'ortzén,,,Cal,qué,,,péï,m'én,ona,,è,qué,,betzi,,del,poï,,Portotza,bohtré,bé,è,douna-,mé,cho,qué,,,débi,obé,-,Ombé,,moun,fil,,diè,lou,païré,coumo,,boudra,,,,Chéj,,,un,moïchan,,,,,,è,,,chérah,puni,,Opéï,,,drubièt,,,uno,tirêto,,,,portotzé,,choun,bé,è,,né,fohquè,douoh,pourchïou,,porièro,,,
BelvesLoubejac,1,Un,homé,n'abio,,qué,douï,fil,,Lou,,pus,jouïné,diguét,,à,soun,païré,Es,,tén,qué,,,siaï,,moun,mestré,,,,é,,qué,,atzi,,,dé,l'artzén,,,Cal,qué,,,pogui,m'én,ana,,é,qué,,betzi,,dé,paï,,Partatza,bostré,bé,é,douna,mé,ça,qué,,,débi,abé,,Oui,,moun,fil,,di,lou,païré,coumo,tu,boudra,,,Tu,es,,,un,maïchan,,,,,,é,tu,,sira,puni,,Puis,,,durbiguén,,,un,tiradou,,,él,portotzét,,soun,bé,é,,né,fét,douos,pourtiou,,égalos,,,
BelvesMonplaisant,1,Ün,homé,n'obio,,qué,douï,fil,,Lou,,pu,tzoïné,diguèt,,o,choun,païré,E,,tén,qué,,you,chiagui,,moun,mét'tré,,,,è,,qué,you,atzi,,,dé,l'ortzén,,,Cal,qué,you,,pégui,m'én,ona,,è,qué,you,bétzi,,del,poï,,Portotza,bot'tré,bé,è,douno-,mé,cho,qué,you,,débi,obé,-,Ombé,,moun,fil,,diguèt,lou,païré,coumo,tu,bourla,,,Tu,chès,,,ün,moïchant,,,,,,è,tu,,chéra,puni,,Opéï,,,drubén,,,lo,tiréto,,,él,portotzèt,,choun,bé,è,,én,foguèt,douop',pourchiou,,égaloï,,,
BelvesBelvesbis,1,Ùn,homè,n'ob̸io,,qué,do͞ui,fil,,Lou,,pus̸,țoïnè,diguét,,o,soun,païré,Ès̸,,tém,qué,,,siagui,,moun,mes̸trè,,,,ét,,qu',,ați,,,dé,l'orțèn,,,Cal,què,,,pégui,m'èn,ona,,ét,què,,vèți,,dèl,poïs,,Portoța,v̸os̸trè,bè,ét,douna,mè,ço,què,,,dèv̸i,ov̸è,,Ohmbè,,moun,fil,,diguét,lou,païrè,coumo,,v̸oudras,,,,Sès,,,un,mo͞ïssan,gorsoun,,,,,ét,,,séra̸s,puni,,Opé͞ïssoprès,,,druv̸iguèt,,,ùn,tiroir,,,,portoțét,,soun,bè,et,,n'èn,foguét,do͞uos,parts,,poriéros,,,
BelvesFongalop,1,Un,hommé,n'obio,,qué,douï,fil,,Lou,,pu,tzoïné,diguait,,au,soun,païré,Est,,teimp,qué,,,siacqui,,moun,mait-tré,,,,et,,qué,,atzi,,,dé,l'ortzein,,,Cal,qué,,,pêgui,m'ein,ona,,et,qué,,betzi,,del,poï,,Portotza,bot-tré,bé,et,douna,mé,cho,qué,,,débi,obé,,Obé,,moun,fil,,diguait,lou,païré,coumo,tu,bourla,,,,S'es,,,un,moïssant,,,,,,et,,,séra,punit,,Aupré,,,drubiguait,,,uno,tiréto,,,,portotzait,,soun,bé,et,,né,foguait,douo,pourciou,,poriéroï,,,
BelvesLarzac,1,Un,hommé,n'obio,,qué,douï,fils,,Lou,,pus,tzoïné,digué,,o,soun,païré,Es,,ten,qué,,,siaguï,,moun,mestré,,,,et,,qué,,azi,,,det,l'ortzen,,,Qual,qué,,,pégui,m'en,ona,,et,qué,,bézi,,del,poï,,Portotza,bottré,bé,et,douna,mé,ço,qué,,,débi,obé,,Ombé,,moun,fil,,digué,lou,païre,coumo,tu,bourlas,,,Tu,chés,,,un,moïchan,,,,,,et,,,chéra,puni,,,,,Drubiet,,,un,tilodou,,,et,portotzé,,soun,bé,et,,n'en,foguet,douï,pourtious,,égalos,,,
BelvesSaintAmanddeBelves,1,Un,homé,n'obio,,qué,doui,fills,,Lou,,pus,czoïné,diait,,o,soun,payré,Es,,teint,qué,,you,siagué,,moun,maistré,,,,et,,qué,,aczé,,,de,l'orzein,,,Cal,qué,you,,pégui,m'ein,ona,,et,qué,you,veczi,,del,pogui,,Portocza,vostré,bé,et,douna,mé,ço,qué,,,débi,obé,-,Oui,,moun,fill,,diait,lou,payré,commo,tu,boudras,,,Tu,sais,,,un,moïssant,,,,,,et,tu,,séras,puni,,Pey,,,durbieint,,,un,tirodou,,,del,portoczé,,soun,bé,et,,né,foguét,douos,pourtîous,,égalos,,,
BelvesSainteFoydeBelves,1,Un,hommé,n'obio,,qué,douys,fil,,Lou,,pu,joyné,digué,,o,soun,païré,Ey,,tin,qué,,,siagui,,moun,mestré,,,,é,,qu',,assi,,,dé,l'arssin,,,Kal,qué,,,pégui,mé,nona,,et,qué,,bézi,,del,poïs,,Portossas,bostré,bé,é,dounas,mé,so,qué,,,débi,obé,-,Ombé,,moun,fil,,digué,lou,païré,coumo,tu,bourlas,,,Tu,sé,,,un,moychant,,,,,,é,tu,,séras,puni,,Pey,,,drubin,,,soun,tiradou,,,,portossé,,soun,bé,é,,n'in,fogué,douys,pourcious,,égalos,,,
