id,mot,latitude,longitude
RiberacSioracdeRiberac,joüne,45.1972033,0.3588633
RiberacChassaignes,joöunei,45.2515435,0.2540075
RiberacSaintMearddeDrône,dzôné,45.2487631,0.4192411
SaintPardouxlaRiviereSaintFrontlaRiviere,dzôné,45.4730556,0.7272222
NontronNontron,dzôné,45.5294784,0.6618726
NontronAbjatsurBandiat,dzôné,45.5858333,0.7588889
NontronNontronbis,dzôné,45.5336939690794,0.666296674576236
NontronAugignac,dzôné,45.5920486,0.7017889
NontronSaintMartialdeValette,dzôné,45.5172222,0.6508333
JumilhacleGrandSaintPriestlesFougeres,dzôné,45.5430043,1.0101651
MontagrierCreyssac,záune,45.3082955155399,0.551937970369254
MontagrierTocaneSaintApre,zone,45.2542027,0.4972878
MontagrierSegonzac,joauné,45.2057438150972,0.448653090503334
MontagrierTocaneSaintAprebis,jooune,45.2567005046864,0.507119024547233
SaintAulayeSaintPrivatdesPres,jooune,45.2256148,0.2160787
MontagrierSaintJust,jaünè,45.335578568197,0.505848763006261
MontagrierMontagrier,zoòunè,45.2698903,0.4780573
MontagrierDouchapt,dzonè,45.2427042,0.4428044
NontronSaintEstephe,dzonè,45.5925,0.6633333
BussiereBadilPiegutPluviers,dzonè,45.623611,0.690277
MontagrierChapdeuil,jôné,45.3423789,0.4750679
SaintAulayeLaJemaye,jôné,45.1707309,0.2576933
MontponEygurandeetGardedeuil,jôné,45.0667127,0.1223086
MontagrierPaussacetSaintVivien,zon̈è,45.3482252,0.5392852
MussidanSaintLaurentdesHommes,zownè,45.0369822,0.2539172
MussidanSourzac,zo̱eynè,45.0486931,0.3953505
MussidanSaintLaurentdesHommesbis,djoûnè,45.0425965284263,0.262880447560896
MussidanSaintFrontdePradouxbis,jóune,45.0638241275728,0.365943148951139
NeuvicDouzillac,jóune,45.0846627,0.4154039
MussidanBourgnac,zoueiné,45.0162322377614,0.404659398072496
NeuvicChanterac,zooiné,45.1726127,0.4466075
NeuvicSaintJeandAtaux,jeounè,,
NeuvicVallereuil,zoénè,45.0717467,0.5014427
NeuvicSaintVincentdeConnezac,tzoounè,45.16306,0.39675
BussiereBadilChampniersetReilhac,tzoounè,45.6733333,0.7319444
NeuvicSaintSeverindEstissac,jauouné,,
SaintAulayeChenaud,jène,45.2182371,0.1022408
SaintAulayePonteyraud,zöné,45.1937757,0.2425932
SaintAulayeSaintAulaye,jo-oune,45.2040818,0.1381374
MontponMenesplet,zoné,45.0169415,0.1051785
MontponMontponbis,jonné,45.0094556101233,0.162693259717957
MareuilRudeauLadosse,dzöouné,45.4795991,0.5509889
MareuilMonsec,dzoné,45.4217155374688,0.53257556768615
SaintPardouxlaRiviereFirbeix,dzoné,45.6017826932888,0.975505986738328
SaintPardouxlaRiviereSaintPardouxlaRiviere,dzoné,45.4941667,0.7466667
SaintPardouxlaRiviereMilhacdeNontron,dzoné,45.4683333,0.7813889
NontronLussas,dzoné,45.5055139176774,0.583738296606267
BussiereBadilBusserolles,dzoné,45.6757519,0.6424738
BussiereBadilSoudat,dzoné,45.62358,0.56386
MareuilLesGraulges,jaonei,45.4955471,0.4413187
JumilhacleGrandMontcigoux,jaonei,45.6055497,1.0033022
MareuilLaRochebeaucourt,zoaunè,45.4699641211467,0.388511097512405
MareuilVieuxMareuil,djauné,45.4318264,0.4993633
MareuilMareuil,zöounè,45.4564066953194,0.45489843365527
MareuilSaintFelixdeBourdeilles,zooné,45.4166667,0.5691667
MareuilLeguillacdeCercles,zoaùnè,45.3921759,0.514031
ThiviersVaunac,dzaôné,45.3638364,0.8641715
ThiviersCorgnacsurlIsle,dzauné,,
ThiviersThiviers,djöouné,45.4183646,0.92088
ThiviersSaintRomainetSaintClement,joené,45.424362,0.8631506
SaintPardouxlaRiviereFirbeixPauliac,zeonè,45.5970337893867,0.926712975835456
SaintPardouxlaRiviereMontetChabroulet,zhoüne,45.5931688086962,0.883753229809322
SaintPardouxlaRiviereSaintSaudLacoussiere,dzoounè,45.5436482,0.8185259
LanouailleAngoisse,dzoounè,45.4280556,1.1380556
NontronSaintMartinlePin,dzôöuné,45.555929,0.6114632
NontronNontronneau,tzonéi,45.5305322666617,0.607170073069288
NontronLaChapelleSaintRobert,djonè,45.5713485983913,0.559996963933062
NontronTeyjat,dzönè,45.5858634963739,0.575638693790595
ChampagnacdeBelairCondatsurTrincou,tzauné,45.3830556,0.7088889
ChampagnacdeBelairBoulouneix,zoüné,45.3834101959963,0.576686071154939
ChampagnacdeBelairChampagnacdeBelairbis,tzônné,45.4010395256086,0.702643142829104
ChampagnacdeBelairChampagnacdeBelairter,joué,45.3952941369573,0.706707885661083
JumilhacleGrandSaintPierredeFrugie,cadet,45.5734979,0.99794
JumilhacleGrandSaintPierredeFrugiebis,chouïsne,45.5796973844256,1.00321883040719
JumilhacleGrandLaCoquille,zôoné,45.5403684455938,0.97532803891927
LanouailleSaintCyrlesChampagnes,jooûné,45.3797222,1.2891667
LanouailleNanthiat,dzöné,45.4079567,0.9858037
LanouailleDussac,tzooüné,45.3949,1.08145
LanouaillePayzacLavergneGaillaud,zaunei,45.4450502734311,1.2233314724838
LanouailleSaintSulpicedExcideuil,jaoûnè,,
