id,mot,latitude,longitude
SalignacEyviguesPaulin,douy,45.002690965089,1.34631999362469
SalignacEyviguesArchignac,douy,45.01044,1.31173
SalignacEyviguesArchignacbis,douy,45.0182282049233,1.31663333447699
SalignacEyviguesEyvigues,douy,44.9353541,1.3623749
VillefrancheduPerigordLavaur,douy,44.6129697,1.0230515
VillefrancheduPerigordFontenillesdAigueparse,douy,,
SaintCyprienCouxetBigaroque,douy,44.8336552,0.972785
SaintCyprienSaintVincentdeCosse,douy,44.8419053,1.1187406
SaintCyprienBezenac,douy,44.84294,1.09018
SaintCyprienSaintCyprien,douy,44.8693315,1.0461817
BugueLeBugue,douy,,
BugueMauzensetMiremont,douy,,
BelvesSaintGermaindeBelves,douy,44.8046359,1.0484739
BelvesSioracenPerigord,douy,44.8212423,0.9867351
DommeGrolejac,douy,44.8175097,1.2946445
DommeLaChapellePechaud,douy,44.7801296,1.1140854
DommeVeyrinesdeDomme,douy,44.7946503,1.1056628
SarlatProissans,douy,44.9346874,1.2535362
SarlatVitrac,douy,44.8289164,1.2257288
SarlatTamnies,douy,44.9655881,1.1477252
SarlatBeynac,douy,44.8457209062434,1.14505112299666
SarlatMarquay,douy,44.9434,1.1338208
SarlatSaintAndredAllas,douy,,
SarlatLaCaneda,douy,44.8577434,1.238213
CarluxCalviacenPerigord,douy,44.8548251,1.333307
CarluxPeyrillac,douy,44.886549,1.4083846
CarluxMillac,douy,44.9026913231767,1.40439134627505
CarluxSainteMondane,douy,44.8453145,1.3363947
CarluxSimeyrols,douy,44.9081887,1.3397368
CarluxCazoules,douy,44.882745,1.4326328
CarluxOrliaguet,douy,44.91218,1.36538
MontignacSergeac,douy,45.002885,1.1066281
BuissondeCadouinUrval,douy,,
LalindeLioracsurLouyre,douy,44.89651,0.64358
LalindeBaneuil,douy,44.850414,0.686999
LalindePressignac,douy,44.895005,0.722815
LalindeSauvebœuf,douy,44.848877,0.778484
LalindeLalinde,douy,44.8371855,0.7387986
MonpazierMarsales,douy,44.68791,0.88461
MonpazierSaintAvitRiviere,douy,44.75091,0.88224
MonpazierMonpazierbis,douy,44.6860274501969,0.902288922592308
MonpazierSaintRomaindeMonpazier,douy,44.71734,0.86961
MonpazierMonpazier,douy,44.67998,0.89374
VillamblardClermontdeBeauregard,douy,44.95135,0.63874
VillamblardCampsegret,douy,44.9347296,0.5600646
VillamblardLaveyssiere,douy,44.9312360646656,0.433656917241841
LaForceLeFleix,douy,44.8745753,0.2431468
LaForceGinestet,douy,44.909339,0.426414
LaForcePrigonrieux,douy,44.855306,0.4030054
LaForceLaForce,douy,44.867138,0.375212
EymetFonroque,douy,44.7014165,0.4177933
EymetSerresetMontguyard,douy,44.6738234,0.4530499
EymetSadillac,douy,44.733967,0.4837678
EymetEymet,douy,44.6681229,0.3984795
